HSK Level,Word,Pronunciation,Definition
6,????,yi4 ju3 liang3 de2,"one move, two gains (idiom); two birds with one stone"
6,??,yi1 ju4,according to; basis; foundation
6,??,yi1 kao4,to rely on sth (for support etc); to depend on
6,??,yi1 lai4,to depend on; to be dependent on
6,??,yi1 liu2,top quality; front ranking
5,????,yi2 lu4 ping2 an1,to have a pleasant journey; Bon voyage!
6,??,yi2 lv4,same; uniformly; all; without exception
6,????,yi2 mu4 liao3 ran2,obvious at a glance (idiom)
2,??,yi4 qi3,in the same place; together; with; altogether (in total)
4,??,yi1 qie4,everything; every; all
5,??,yi1 ran2,still; as before
6,????,yi1 ru2 ji4 wang3,just as in the past (idiom); as before; continuing as always
6,??,yi1 shang5,clothes
1,??,yi1 sheng1,"doctor; CL:?|?[ge4],?[wei4],?[ming2]"
6,????,yi4 si1 bu4 gou3,not one thread loose (idiom); strictly according to the rules; meticulous; not one hair out of place
6,??,yi1 tuo1,to rely on; to depend on
6,??,yi2 xiang4,all along; the whole time; constantly; earlier; lately
3,??,yi2 yang4,same; like; equal to; the same as; just like
1,??,yi1 yuan4,"hospital; CL:?[suo3],?[jia1],?[zuo4]"
6,??,yi2 zai4,repeatedly
3,??,yi1 zhi2,straight (in a straight line); continuously; always; from the beginning of ... up to ...; all along
5,??,yi2 zhi4,unanimous; identical (views or opinions)
6,??,yi2 chan3,heritage; legacy; inheritance; bequest; CL:?|?[bi3]
6,??,yi2 chuan2,heredity; inheritance; to transmit
5,??,yi2 dong4,to move; movement; migration; mobile; portable
5,??,yi2 han4,regret; pity; sorry
6,??,yi2 huo4,to doubt; to distrust; unconvincing; to puzzle over; misgivings; suspicions
6,??,yi2 liu2,(leave or be a) legacy; left over; hand down (to next generation)
5,??,yi2 min2,to immigrate; to migrate; emigrant; immigrant
6,??,yi2 qi4,instrument; apparatus; CL:?|?[tai2]
6,??,yi2 shi1,to lose; lost
6,??,yi2 shi4,ceremony
5,??,yi2 wen4,a question; sth not understood; to query; interrogative (gramm.); CL:?|?[ge4]
5,?,yi3,"second of 10 heavenly stems ???; second in order; letter ""B"" or roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc; second party (in legal contract, usually ??|??[yi3 fang1], as opposed to ??|??[jia3 fang1]); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5)"
4,?,yi3,to use as; according to; because of
6,??,yi3 bian4,so that; so as to; in order to
3,??,yi3 hou4,after; later; afterwards; following; later on; in the future
5,??,yi3 ji2,as well as; too; and
2,??,yi3 jing1,already
5,??,yi3 lai2,since (a previous event)
6,??,yi3 mian3,in order to avoid; so as not to
3,??,yi3 qian2,before; formerly; previous; ago
6,??,yi3 wang3,in the past; formerly
3,??,yi3 wei2,to believe; to think; to consider; to be under the impression
6,??,yi3 zhi4,down to; up to; to such an extent as to ... (also written ???|???[yi3 zhi4 yu2])
6,??,yi3 zhi4,to such an extent as to; down to; up to
1,??,yi3 zi5,"chair; CL:?[ba3],?[tao4]"
4,?,yi4,a hundred million; calculate
6,?,yi4,also
6,?,yi4,wing
6,??,yi4 chang2,exceptional; abnormal; an anomaly
4,??,yi4 jian4,"idea; opinion; suggestion; objection; complaint; CL:?|?[dian3],?|?[tiao2]"
6,??,yi4 li4,perseverance; willpower
6,??,yi4 liao4,to anticipate; to expect; to reckon ahead
5,??,yi4 lun4,to comment; to talk about; to discuss; discussion; CL:?|?[ge4]
6,??,yi4 ran2,firmly; resolutely; without hesitation
6,??,yi4 shi2,consciousness; awareness; consciously (i.e. deliberately); to be aware
4,??,yi4 shu4,art; CL:?|?[zhong3]
2,??,yi4 si5,idea; opinion; meaning; wish; desire; CL:?|?[ge4]
6,??,yi4 tu2,intent; intention; intend; schematic diagram
5,??,yi4 wai4,unexpected; accident; mishap; CL:?|?[ge4]
6,???,yi4 wei4 zhe5,to signify; to mean; to imply
5,??,yi4 wu4,duty; obligation; commitment; volunteer duty; CL:?|?[xiang4]; mandatory; voluntary
6,??,yi4 xiang4,disposition
5,??,yi4 yi4,meaning; significance; CL:?|?[ge4]
6,??,yi4 zhi4,will; willpower; determination; CL:?|?[ge4]
6,??,yi4 zhi4,to inhibit; to keep down; to suppress
2,?,yin1,overcast (weather); cloudy; shady; Yin (the negative principle of Yin and Yang); negative (electric.); feminine; moon; implicit; hidden; genitalia
4,??,yin1 ci3,thus; consequently; as a result
5,??,yin1 er2,"therefore; as a result; thus; and as a result, ..."
6,??,yin1 mou2,plot; conspiracy
5,??,yin1 su4,element; factor; CL:?|?[ge4]
2,??,yin1 wei4,because; owing to; on account of
6,??,yin1 xiang3,speakers or speaker (electronic); acoustics; sound field (in a room or theater)
3,??,yin1 yue4,"music; CL:?|?[zhang1],?[qu3],?[duan4]"
5,?,yin2,silver; silver-colored; relating to money or currency
3,??,yin2 hang2,"bank; CL:?[jia1],?|?[ge4]"
6,??,yin3 bi4,to conceal; to hide; covert; under cover
6,??,yin3 dao3,to guide; to lead; to conduct; introduction
6,??,yin3 huan4,a danger concealed within sth; hidden damage; misfortune not visible from the surface
4,??,yin3 liao4,drink; beverage
6,??,yin3 man2,to conceal; to hide (a taboo subject); to cover up the truth
4,??,yin3 qi3,to give rise to; to lead to; to cause; to arouse
6,??,yin3 qing2,engine (transliteration)
6,??,yin3 shi2,food and drink
6,??,yin3 si1,secrets; sth one hopes to conceal
6,??,yin3 yong4,to quote; to cite; to recommend; to appoint
6,??,yin3 yue1,vague; faint; indistinct
6,??,yin4 shua1,print
4,??,yin4 xiang4,impression; reflection; perception; CL:?|?[ge4]
6,??,ying1 er2,infant; baby; CL:?|?[ge4]; lead (Pb)
3,??,ying1 gai1,ought to; should; must
5,??,ying1 jun4,handsome
6,??,ying1 ming2,wise; brilliant
5,??,ying1 xiong2,hero; CL:?|?[ge4]
6,??,ying1 yong3,bravery; gallant; valiant
4,?,ying2,to beat; to win; to profit
5,??,ying2 jie1,to meet; to welcome; to greet
6,??,ying2 li4,profit; gain
6,??,ying2 mian4,directly; head-on (collision); in one's face (of wind)
6,??,ying2 ping2,fluorescent screen; TV screen
5,??,ying2 yang3,nutrition; nourishment; CL:?|?[zhong3]
5,??,ying2 ye4,to do business; to trade
3,??,ying3 xiang3,an influence; an effect; to influence; to affect (usually adversely); to disturb; CL:?[gu3]
5,??,ying3 zi5,shadow; reflection; CL:?|?[ge4]
4,?,ying4,hard; stiff; strong; firm; to manage to do sth with difficulty; good (quality); able (person)
5,??,ying4 bi4,a coin; CL:?[mei2]
6,??,ying4 chou5,social niceties; social interaction; a dinner party
5,??,ying4 fu5,to deal with; to cope
5,??,ying4 jian4,hardware
5,??,ying4 pin4,to accept a job offer; to apply for an advertised position
6,??,ying4 yao1,at sb's invitation; on invitation
5,??,ying4 yong4,to use; to apply; application; applicable
5,??,yong1 bao4,to embrace; to hug
6,??,yong1 hu4,to endorse; to support
5,??,yong1 ji3,to crowd
6,??,yong1 su2,filthy; vulgar; debased
6,??,yong1 you3,to have; to possess
4,??,yong3 gan3,brave; courageous
6,??,yong3 heng2,eternal; everlasting; fig. to pass into eternity (i.e. to die)
5,??,yong3 qi4,courage; valor
6,??,yong3 xian4,to emerge in large numbers; to spring up; to emerge prominently
6,??,yong3 yu2,to dare to; to be brave enough to
4,??,yong3 yuan3,forever; eternal
6,??,yong3 yue4,to leap; to jump; eager; enthusiastically
3,?,yong4,to use; to employ; to have to; to eat or drink; expense or outlay; usefulness; hence; therefore
6,??,yong4 gong1,diligent; industrious (in one's studies); to study hard; to make great effort
6,??,yong4 hu4,user; consumer; subscriber; customer
5,??,yong4 tu2,use; application
4,??,you1 dian3,merit; benefit; strong point; advantage; CL:?|?[ge4]
5,??,you1 hui4,preferential; favorable
5,??,you1 jiu3,established; long
5,??,you1 mei3,graceful; fine; elegant
4,??,you1 mo4,humor; humorous
6,????,you1 sheng4 lie4 tai4,survival of the fittest
5,??,you1 shi4,superiority; dominance; advantage
6,??,you1 xian1,priority
4,??,you1 xiu4,outstanding; excellent
6,??,you1 yi4,exceptional; outstandingly good
6,??,you1 yu4,sullen; depressed; melancholy; dejected
6,??,you1 yue4,superior; superiority
4,?,you2,to follow; from; it is for...to; reason; cause; because of; due to; to; to leave it (to sb); by (introduces passive verb)
5,??,you2 ju2,"post office; CL:?[jia1],?|?[ge4]"
5,??,you2 lan3,to go sight-seeing; to tour; to visit; CL:?[ci4]
6,??,you2 ni4,grease; greasy food; oily; rich (of food); fatty; greasy and dirty; a slippery character
6,??,you2 qi1,oil paints; lacquer; to paint; CL:?|?[ceng2]
4,??,you2 qi2,especially; particularly
6,??,you2 ru2,similar to; appearing to be
3,??,you2 xi4,game; play; CL:?|?[chang3]
2,??,you2 yong3,swim
4,??,you2 yu2,due to; as a result of; thanks to; owing to; since; because
5,??,you2 yu4,to hesitate
5,??,you2 zha2,to deep fry
1,?,you3,to have; there is; there are; to exist; to be
4,??,you3 hao3,friendly; amicable
5,??,you3 li4,advantageous; to have advantages; favorable
3,??,you3 ming2,famous; well-known
4,??,you3 qu4,interesting; fascinating; amusing
6,????,you3 tiao2 bu4 wen3,regular and thorough (idiom); methodically arranged
4,??,you3 yi4,companionship; fellowship; friendship
3,?,you4,(once) again; also; both... and...; again
2,??,you4 bian5,"right side; right, to the right"
5,???,you4 er2 yuan2,kindergarten; nursery school
6,??,you4 huo4,to entice; to lure; to induce; to attract
6,??,you4 zhi4,young; childish; naive
2,?,yu2,"fish; CL:?|?[tiao2],?[wei3]"
6,??,yu2 chun3,silly; stupid
4,??,yu2 kuai4,cheerful; cheerily; delightful; pleasant; pleasantly; pleasing; happy; delighted
5,??,yu2 le4,to entertain; to amuse; entertainment; recreation; amusement; hobby; fun; joy
6,??,yu2 lun4,public opinion
6,??,yu2 mei4,ignorant; uneducated
6,??,yu2 min2,fisherman; fisher folk
4,??,yu2 shi4,thereupon; as a result; consequently; thus; hence
5,?,yu3,to give; to help; to get along with; and; with
4,??,yu3 fa3,grammar
4,???,yu3 mao2 qiu2,shuttlecock; badminton; CL:?|?[ge4]
5,??,yu3 qi2,"rather than...; ??|?? A ??|?? B (rather than A, better to B)"
5,??,yu3 qi4,tone; manner of speaking; mood; CL:?|?[ge4]
6,????,yu3 ri4 ju4 zeng1,to increase steadily; to grow with each passing day
6,???,yu3 rong2 fu2,down garment
4,??,yu3 yan2,"language; CL:?|?[men2],?|?[zhong3]"
6,??,yu3 yi3,to give; to impose; to apply
5,??,yu3 zhou4,universe; cosmos
6,?,yu4,heal; the more...the more; to recover; better
6,?,yu4,reconciled; smooth
5,??,yu4 bao4,forecast
3,??,yu4 dao4,to meet; to run into; to come across
5,??,yu4 ding4,to place an order; to book ahead
5,??,yu4 fang2,to prevent; to take precautions against; to protect; to guard against; precautionary; prophylactic
6,??,yu4 liao4,to forecast; to anticipate; expectation
5,??,yu4 mi3,corn; maize; CL:?[li4]
6,??,yu4 qi1,expect; expected
6,??,yu4 sai4,preliminary competition; to hold preliminary heats
6,??,yu4 suan4,budget
6,??,yu4 wang4,desire; longing; appetite; craving
4,??,yu4 xi2,to prepare a lesson
6,??,yu4 xian1,beforehand; prior
6,??,yu4 yan2,to predict; prophecy
6,??,yu4 yan2,fable; CL:?|?[ze2]
6,??,yu4 zhao4,omen; prognosis (in medicine)
6,??,yuan1 wang5,hatred; injustice; bad luck; unjust treatment; wronged; not worthwhile
2,?,yuan2,circle; round; circular; spherical; (of the moon) full; unit of Chinese currency (Yuan); tactful; to justify
4,?,yuan2,first; primary; basic
5,??,yuan2 dan4,New Year's Day
6,??,yuan2 gao4,complainant; plaintiff
5,??,yuan2 gu4,reason; cause
4,??,yuan2 lai2,original; former; originally; formerly; at first; so... actually
6,??,yuan2 li3,principle; theory
4,??,yuan2 liang4,to excuse; to forgive; to pardon
5,??,yuan2 liao4,raw material; CL:?|?[ge4]
6,??,yuan2 lin2,gardens; park; landscape garden
6,??,yuan2 man3,satisfactory
6,??,yuan2 quan2,fountainhead; well-spring; water source; fig. origin
6,??,yuan2 shi3,first; original; primitive; original (document etc)
6,??,yuan2 shou3,head of state
6,??,yuan2 su4,element; element of a set; chemical element
6,??,yuan2 xian1,former; original
6,???,Yuan2 xiao1 jie2,"Lantern festival, the final event of the Spring festival ??|??, on 15th of first month of the lunar calendar"
4,??,yuan2 yin1,cause; origin; root cause; reason; CL:?|?[ge4]
5,??,yuan2 ze2,principle; doctrine; CL:?|?[ge4]
2,?,yuan3,far; distant; remote
5,??,yuan4 wang4,desire; wish; CL:?|?[ge4]
3,??,yuan4 yi4,to wish; to want; ready; willing (to do sth)
4,??,yue1 hui4,"appointment; engagement; date; CL:?[ci4],?|?[ge4]"
6,??,yue1 shu4,to restrict; to limit to; to constrain; restriction; constraint
1,?,yue4,"moon; month; CL:?|?[ge4],?|?[lun2]"
3,?,yue4,to exceed; to climb over; to surpass; the more... the more
4,??,yue4 du2,to read; reading
6,??,yue4 fu4,"wife's father, father-in-law"
3,??,yue4 liang5,moon
6,??,yue4 pu3,a musical score; sheet music
5,?,yun1,confused; dizzy; giddy; faint; swoon; lose consciousness; pass out
3,?,yun2,cloud; CL:?[duo3]
4,??,yun3 xu3,to permit; to allow
6,??,yun4 cang2,to hold in store; to contain (untapped reserves etc)
2,??,yun4 dong4,movement; campaign; CL: ?|?[chang3]; sports
6,??,yun4 niang4,(of alcohol) to ferment; (of a crisis) to be brewing; to mull over (an issue); to hold exploratory discussions
5,??,yun4 qi5,luck (good or bad)
5,??,yun4 shu1,transport; haulage; transit; CL:?|?[ge4]
6,??,yun4 suan4,(mathematical) operation
6,??,yun4 xing2,be in motion; to move; to run
5,??,yun4 yong4,to use; to put to use
6,??,yun4 yu4,"to be pregnant; to produce offspring; to nurture (a development, school of thought, artwork etc); fig. replete with (culture etc)"
6,?,za2,smash; smashed; to fail; to get it wrong
6,??,za2 ji4,acrobatics; CL:?|?[chang3]
6,??,za2 jiao1,a hybrid
4,??,za2 zhi4,"magazine; CL:?[ben3],?[fen4],?[qi1]"
6,?,za3,(dialect) why; how; what
5,??,zai1 hai4,disastrous damage; scourge; CL:?|?[ge4]
6,??,zai1 nan4,disaster; catastrophe
6,??,zai1 pei2,to grow; to cultivate
6,?,zai3,to slaughter livestock; to govern or rule; to cheat customers; Imperial official in dynastic China
2,?,zai4,"again; once more; re-; second; another; then (after sth, and not until then)"
1,?,zai4,(located) at; (to be) in; to exist; in the middle of doing sth; (indicating an action in progress)
6,??,zai4 hu5,determined by; to care about; to mind
1,??,zai4 jian4,goodbye; see you again later
6,????,zai4 jie1 zai4 li4,to continue the struggle (idiom); to persist; unremitting efforts
5,??,zai4 san1,over and over again; again and again
6,??,zai4 yi4,to care about; to mind
4,??,zan2 men5,we or us (including both the speaker and the person(s) spoken to); I or me; you
6,?,zan3,to accumulate; to amass; to hoard; to save
5,??,zan4 cheng2,approve; endorse
5,??,zan4 mei3,admire; applause; praise; to eulogize
6,??,zan4 qie3,for now; for the time being; temporarily
4,??,zan4 shi2,temporary; provisional; for the time being
6,??,zan4 tan4,to sigh or gasp in admiration; high praise
6,??,zan4 tong2,to approve of; to endorse; (vote) in favor; trad. also written ??
6,??,zan4 yang2,to praise; to approve of; to show approval
6,??,zan4 zhu4,to support; to assist; sponsor
5,?,zang1,dirty
5,??,zao1 gao1,too bad; how terrible; what bad luck; terrible; bad
6,??,zao1 shou4,"to suffer; to sustain (loss, misfortune)"
6,??,zao1 ta4,to waste; to wreck; to despoil; to abuse; to slander; to insult; to defile; to trample on
6,??,zao1 yang1,to suffer a calamity
6,??,zao1 yu4,to meet with; to encounter; (bitter) experience
2,??,zao3 shang5,early morning; CL:?|?[ge4]; Good morning!
5,??,zao4 cheng2,to bring about; to create; to cause
6,??,zao4 fan3,rebel; revolt
6,??,zao4 xing2,modeling; mold-making; model or mold; molding
6,??,zao4 yin1,rumble; noise; static
5,?,ze2,conjunction used to express contrast with a previous sentence or clause; standard; norm; rule; to imitate; to follow; then; principle; classifier for written items (such as an official statement)
5,??,ze2 bei4,to blame; to criticize sb
6,??,ze2 guai4,to blame; to rebuke
4,??,ze2 ren4,responsibility; blame; duty; CL:?|?[ge4]
6,?,zei2,thief; wily; deceitful; evil; extremely; disagreeably
1,??,zen3 me5,how?; what?; why?
1,???,zen3 me5 yang4,how?; how about?; how was it?; how are things?
4,??,zeng1 jia1,to raise; to increase
6,??,zeng1 tian1,add to; increase
4,??,zeng1 zhang3,to grow; to increase
6,??,zeng4 song4,give as a present; present as a gift
6,?,zha1,slag (in mining or smelting); dregs
6,?,zha1,to prick; to run or stick (a needle etc) into; jug (a classifier for liquids such as beer)
6,??,zha1 shi5,strong; solid; sturdy; firm; practical
6,?,zha3,wink
6,??,zha4 pian4,to defraud; to swindle; to blackmail
5,?,zhai1,"to take; to borrow; to pick (flowers, fruit etc); to pluck; to select; to remove; to take off (glasses, hat etc)"
6,??,zhai1 yao4,summary; abstract
4,?,zhai3,narrow; narrow-minded; badly off
6,??,zhai4 quan4,bond; debenture
6,??,zhan1 guang1,to bask in the light; fig. to benefit from association with sb or sth; reflected glory
5,??,zhan1 tie1,"to stick; to affix; to adhere; to paste (as in cut, copy and paste)"
6,??,zhan1 yang3,to revere; to admire
6,????,zhan3 ding1 jie2 tie3,to chop the nail and slice the iron (idiom); resolute and decisive; unhesitating; definitely; without any doubt
5,??,zhan3 kai1,to unfold; to carry out; to be in full swing; to launch
5,??,zhan3 lan3,"to put on display; to exhibit; exhibition; show; CL:?|?[ge4],?[ci4]"
6,??,zhan3 shi4,to reveal; to display; to show; to exhibit sth
6,??,zhan3 wang4,outlook; prospect; to look ahead; to look forward to
6,??,zhan3 xian4,to come out; to emerge
6,??,zhan3 xin1,brand new
3,?,zhan4,station; to stand; to halt; to stop; branch of a company or organisation
6,??,zhan4 dou4,"to fight; to battle; CL:?|?[chang2],?[ci4]"
6,??,zhan4 ju4,to occupy; to hold
6,??,zhan4 ling3,to occupy (a territory); to hold
6,??,zhan4 lve4,strategy
6,??,zhan4 shu4,tactics
5,??,zhan4 xian4,busy (telephone)
6,??,zhan4 yi4,military campaign
6,??,zhan4 you3,to have; to own; to hold; to possess
5,??,zhan4 zheng1,"war; conflict; CL:?|?[chang2],?[ci4]"
2,?,zhang1,"to open up; to spread; sheet of paper; classifier for flat objects, sheet; classifier for votes"
6,??,zhang1 cheng2,rules; regulations; constitution; statute; articles of association (of company); articles of incorporation; charter (of a corporation); by-laws
3,?,zhang3,chief; head; elder; to grow; to develop
5,?,zhang3,"to rise (of prices, rivers)"
6,??,zhang3 bei4,elder generation
5,??,zhang3 wo4,"to grasp (often fig.); to master; to know well; to understand sth well and know how to use it; fluency; to control; to seize (initiative, opportunity, destiny)"
6,??,zhang4 ai4,barrier; obstruction; hindrance; impediment; obstacle
2,??,zhang4 fu5,husband; CL:?|?[ge4]
5,??,zhang4 hu4,a bank account
6,??,zhang4 peng5,"tent; CL:?|?[ding3],?[zuo4]"
5,??,zhao1 dai4,to receive (guests); to entertain; reception
4,??,zhao1 pin4,recruitment; to invite applications for a job
6,????,zhao1 qi4 peng2 bo2,full of youthful energy (idiom); vigorous; energetic; a bright spark
6,??,zhao1 shou1,to hire; to recruit
6,???,zhao1 tou2 biao1,bidding; tender
3,??,zhao2 ji2,to worry; to feel anxious
5,??,zhao2 liang2,catch cold
